id,popularity,budget,revenue,original_title,genres,vote_count,vote_average,release_year
203801,3.0534209999999997,75000000,108145109,The Man from U.N.C.L.E.,Comedy|Action|Adventure,1548,7.0,2015
293863,3.025852,25000000,42629776,The Age of Adaline,Fantasy|Drama|Romance,1221,7.3,2015
325348,3.023253,10000000,14333790,Hardcore Henry,Action|Adventure|Science Fiction,396,5.9,2015
228161,2.976436,135000000,368871007,Home,Fantasy|Comedy|Animation|Science Fiction|Family,1060,6.9,2015
286565,2.968254,12000000,85512300,Paper Towns,Drama|Mystery|Romance,1252,6.2,2015
265208,2.93234,30000000,0,Wild Card,Thriller|Crime|Drama,481,5.3,2015
254320,2.8851259999999996,4000000,9064511,The Lobster,Thriller|Comedy|Drama|Romance|Science Fiction,638,6.6,2015
258480,2.883233,11800000,40272135,Carol,Romance|Drama,562,7.1,2015
257211,2.8148020000000002,35000000,194564672,The Intern,Comedy,1255,7.1,2015
253412,2.7980169999999998,55000000,203427584,Everest,Adventure|Drama,1172,6.7,2015
274479,2.793297,60000000,101134059,Joy,Comedy|Drama,1001,6.4,2015
257088,2.6144990000000004,105000000,133718711,Point Break,Action|Crime|Thriller,505,5.5,2015
295964,2.584264,20000000,36606743,Burnt,Drama,631,6.3,2015
238615,2.578919,26000000,30523226,Self/less,Science Fiction|Mystery|Thriller,719,6.2,2015
210860,2.575711,60000000,30418560,Mortdecai,Comedy|Adventure,696,5.3,2015
306819,2.557859,15000000,64191523,The Danish Girl,Drama,867,7.3,2015
201088,2.5507470000000003,70000000,17752940,Blackhat,Mystery|Crime|Action|Thriller|Drama,584,5.0,2015
273481,2.487849,30000000,84025816,Sicario,Action|Crime|Drama|Mystery|Thriller,1479,7.1,2015
166424,2.4870419999999998,120000001,167977596,Fantastic Four,Action|Adventure|Science Fiction,1565,4.4,2015
310131,2.46449,3500000,40423945,The Witch,Mystery|Horror,700,5.8,2015
238713,2.404473,65000000,235666219,Spy,Action|Comedy|Crime,1840,6.9,2015
256591,2.395366,50100000,153962963,Focus,Romance|Comedy|Crime|Drama,1831,6.7,2015
249070,2.354654,35000000,82347656,Hitman: Agent 47,Action|Crime|Thriller,820,5.5,2015
205775,2.345821,100000000,93820758,In the Heart of the Sea,Thriller|Drama|Adventure|Action|History,805,6.4,2015
334074,2.331636,20000000,0,Survivor,Crime|Thriller|Action,280,5.4,2015
312221,2.3315669999999997,35000000,137935567,Creed,Drama,1171,7.3,2015
271718,2.31767,35000000,140795793,Trainwreck,Comedy,849,6.1,2015
333352,2.29573,13000000,32848185,Eye in the Sky,Drama|Thriller|War,265,7.2,2015
276907,2.28135,25000000,42972994,Legend,Crime|Thriller,619,6.7,2015
284289,2.2720439999999997,0,45895,Beyond the Reach,Thriller,81,5.5,2015
266647,2.234573,150000000,128388320,Pan,Adventure|Family|Fantasy,586,5.9,2015
347096,2.165433,0,0,Mythica: The Darkspore,Action|Adventure|Fantasy,27,5.1,2015
308369,2.141506,0,0,Me and Earl and the Dying Girl,Comedy|Drama,569,7.7,2015
227973,2.140199,99000000,246233113,The Peanuts Movie,Adventure|Animation|Comedy|Family,414,6.4,2015
321741,2.121884,35000000,48623572,Concussion,Drama,500,6.9,2015
296100,2.096273,25000000,52395996,The Night Before,Comedy,363,6.1,2015
263472,2.0809349999999998,2500000,5214043,Knock Knock,Drama|Horror|Thriller,473,4.8,2015
228205,2.070708,34000000,63013281,The Longest Ride,Romance|Drama,711,7.3,2015
159824,2.060162,80000000,466183544,Hotel Transylvania 2,Animation|Comedy|Family,919,6.8,2015
333348,2.055572,17000000,24000000,Love the Coopers,Family|Comedy,111,5.3,2015
285783,2.049886,35000000,61181942,The Walk,Adventure|Drama|Thriller,706,6.8,2015
290764,2.0266509999999998,11000000,1863315,Tracers,Action|Crime|Drama,326,5.9,2015
296099,2.000338,31000000,104384188,Vacation,Adventure|Comedy,846,6.1,2015
243688,1.984529,35000000,95437994,Poltergeist,Horror|Thriller,589,5.0,2015
287424,1.9800389999999999,4000000,187112,Maggie,Horror,384,5.1,2015
301875,1.9597650000000002,0,2000000,Equals,Drama|Romance|Science Fiction,135,5.6,2015
181283,1.95632,50000000,3324330,Child 44,Crime|Thriller,341,5.9,2015
328425,1.926739,5000000,58978653,The Gift,Thriller|Mystery,631,6.6,2015
274167,1.904898,50000000,240360392,Daddy's Home,Comedy,568,5.7,2015
370687,1.876037,0,0,Mythica: The Necromancer,Fantasy|Action|Adventure,11,5.4,2015
307663,1.872696,10000000,0,Vice,Thriller|Science Fiction|Action|Adventure,181,4.1,2015
309809,1.865007,64000000,97571250,The Little Prince,Adventure|Animation|Fantasy,423,7.5,2015
258509,1.841779,0,233755553,Alvin and the Chipmunks: The Road Chip,Adventure|Animation|Comedy|Family,278,5.7,2015
298382,1.82313,11930000,18340000,The Dressmaker,Drama,197,6.9,2015
272693,1.758618,8500000,43528634,The DUFF,Romance|Comedy,753,6.8,2015
283445,1.742286,10000000,52882018,Sinister 2,Horror,331,5.5,2015
256961,1.73518,30000000,107597242,Paul Blart: Mall Cop 2,Action|Adventure|Comedy|Family,422,5.3,2015
326359,1.7247119999999898,0,0,Frozen Fever,Adventure|Animation|Family,475,7.0,2015
254302,1.661789,0,0,High-Rise,Action|Drama|Science Fiction,161,5.4,2015
241251,1.6510779999999898,4000000,50163103,The Boy Next Door,Thriller,810,3.9,2015
292040,1.646664,0,0,Spooks: The Greater Good,Thriller|Action,114,5.6,2015
188222,1.532997,30000000,49263404,Entourage,Comedy,364,6.2,2015
252838,1.5100959999999999,23000000,79799880,The Wedding Ringer,Comedy,446,6.5,2015
273477,1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Comedy|Horror,288,6.2,2015
298312,1.495112,5000000,98450062,The Visit,Horror|Thriller,729,5.9,2015
261023,1.4832459999999899,53000000,99775678,Black Mass,Crime|Drama,848,6.3,2015
336004,1.449072,8900000,50136,Heist,Crime|Action|Thriller,233,5.4,2015
287903,1.448002,15000000,61548707,Krampus,Horror|Comedy|Fantasy,342,5.9,2015
182560,1.443406,20000000,208588,Dark Places,Drama|Mystery|Thriller,322,5.7,2015
192141,1.41239,5000000,54418872,No Escape,Action|Thriller,519,6.7,2015
308639,1.40805,700000,17986781,Dope,Crime|Drama|Comedy,448,7.3,2015
261392,1.3882510000000001,28000000,28208085,American Ultra,Comedy|Action,695,5.9,2015
304357,1.388032,11000000,61619773,Woman in Gold,Drama,277,7.3,2015
297291,1.38032,0,0,The Scorpion King: The Lost Throne,Action|Fantasy|Adventure,22,4.5,2015
266294,1.3766049999999999,30000000,105011053,Sisters,Comedy,399,5.9,2015
227719,1.360926,12000000,32248241,Project Almanac,Science Fiction|Thriller,637,6.3,2015
86828,1.360827,0,5189646,Absolutely Anything,Comedy|Science Fiction,199,5.8,2015
287948,1.3558219999999999,25000000,72629670,The Transporter Refueled,Thriller|Action|Crime,407,5.3,2015
201085,1.345982,55000000,74679822,Crimson Peak,Mystery|Thriller|Fantasy|Horror|Drama,819,6.4,2015
277355,1.342839,0,0,Everly,Thriller|Action,169,5.1,2015
264999,1.338481,14800000,122413057,Magic Mike XXL,Comedy|Drama|Music,501,6.3,2015
146301,1.338322,10000000,78099553,Paranormal Activity: The Ghost Dimension,Horror|Thriller,267,5.0,2015
223485,1.329702,0,229094,Slow West,Romance|Thriller|Western,229,6.6,2015
294016,1.316239,15000000,8235661,Trumbo,Drama,273,7.2,2015
290751,1.315266,19500000,32189727,Secret in Their Eyes,Crime|Drama|Mystery,202,6.2,2015
309245,1.29314,0,2500431,Mistress America,Comedy,132,6.4,2015
228165,1.291013,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Family|Animation,533,5.7,2015
245706,1.284541,0,4719695,True Story,Crime|Drama|Mystery,354,6.0,2015
272878,1.278928,20000000,43967255,Max,Adventure|Drama|Family,214,7.0,2015
263109,1.25358,0,59700000,Shaun the Sheep Movie,Family|Animation|Comedy|Adventure,340,6.9,2015
157827,1.251681,11000000,0,Louder Than Bombs,Drama,43,6.3,2015
321751,1.2452239999999999,0,1702433,A Perfect Day,Comedy|Drama,102,6.3,2015
266396,1.225325,40000000,10664749,The Gunman,Action|Drama|Crime,283,5.6,2015
277685,1.191138,1000000,62882090,Unfriended,Horror|Thriller,643,5.6,2015
268920,1.178831,35000000,51680201,Hot Pursuit,Action|Crime|Comedy,472,5.5,2015
280092,1.1647239999999999,10000000,104303851,Insidious: Chapter 3,Drama|Horror|Thriller,610,6.3,2015
193687,1.161812,0,118483,Z for Zachariah,Drama|Science Fiction|Thriller,181,5.5,2015
300803,1.144808,0,0,Dragonheart 3: The Sorcerer's Curse,Action|Adventure|Fantasy,59,4.5,2015
328589,1.142518,6000000,41387687,The Lady in the Van,Comedy|Drama,135,5.9,2015
228066,1.138395,40000000,34227298,Victor Frankenstein,Drama|Science Fiction|Thriller,408,5.5,2015
378373,1.128081,0,0,Brothers of the Wind,Adventure|Drama|Family,11,7.5,2015
291270,1.1252389999999999,8000000,3759286,Anomalisa,Animation|Comedy|Drama|Romance,259,6.7,2015
294963,1.0733489999999999,1800000,0,Bone Tomahawk,Horror|Western|Adventure|Drama,220,6.3,2015
241257,1.065888,0,17671101,Regression,Horror|Mystery|Thriller,310,5.2,2015
245698,1.0630549999999999,0,0,Pawn Sacrifice,Drama,148,6.6,2015
353326,1.046518,0,11472454,The Man Who Knew Infinity,Drama,104,7.1,2015
346808,1.041922,20000000,0,Momentum,Thriller|Action,100,5.8,2015
250124,1.03839,2000000,1477002,The Diary of a Teenage Girl,Drama|Romance,186,6.8,2015
290637,1.036825,0,0,Pay the Ghost,Horror|Thriller,114,5.3,2015
244458,1.02762,0,0,The Voices,Horror|Thriller|Comedy|Crime,371,6.0,2015
308504,1.021441,0,3643591,Last Knights,Action|Adventure,237,6.3,2015
314405,1.0084739999999999,12000000,0,Il racconto dei racconti,Romance|Fantasy|Horror,211,5.7,2015
282984,1.0070540000000001,11000000,27391084,Irrational Man,Mystery|Drama,319,6.1,2015
157843,0.973316,15000000,0,Queen of the Desert,Drama|History,30,6.0,2015
275601,0.956096,18000000,41325328,Ricki and the Flash,Comedy|Drama|Music,152,5.5,2015
290762,0.9536469999999999,0,0,Miss You Already,Comedy|Drama|Romance,139,7.2,2015
251516,0.953046,630019,0,Kung Fury,Action|Comedy|Science Fiction|Fantasy,487,7.7,2015
304372,0.950793,12000000,60273173,The Perfect Guy,Drama|Thriller,122,5.6,2015
324807,0.9384319999999999,0,1936524,A Bigger Splash,Crime|Drama|Mystery|Thriller,69,5.8,2015
252512,0.9376200000000001,10000000,7587485,While We're Young,Drama|Comedy,265,5.9,2015
257091,0.9273389999999999,40000000,106511453,Get Hard,Comedy,661,5.9,2015
228968,0.91704,0,0,Kidnapping Mr. Heineken,Drama|Action|Crime|Thriller,131,5.8,2015
347969,0.913085,60000000,0,The Ridiculous 6,Comedy|Western,252,4.8,2015
237756,0.90686,0,0,Kill Me Three Times,Comedy|Thriller,96,5.1,2015
293646,0.9060360000000001,25000000,24902723,The 33,History|Drama,262,5.8,2015
245168,0.898295999999999,14000000,16002420,Suffragette,Drama|History,231,7.1,2015
311291,0.8944770000000001,0,0,45 Years,Drama,167,6.0,2015
301351,0.880937999999999,6000000,11122090,We Are Your Friends,Drama|Music|Romance,412,6.2,2015
248574,0.880268,0,6075,Barely Lethal,Adventure|Action|Comedy,215,5.5,2015
225728,0.874641,0,13192457,Macbeth,History|Drama|War,269,6.4,2015
326425,0.872149,0,16775,Extraction,Action|Thriller,57,4.2,2015
342474,0.8611790000000001,0,0,Jenny's Wedding,Comedy|Drama,92,5.2,2015
277217,0.848748,0,0,Descendants,Music|Action|Adventure|Comedy|Family,262,6.7,2015
207936,0.843174,0,0,Tumbledown,Music|Romance|Comedy,22,6.6,2015
250734,0.842202,0,30229977,Far from the Madding Crowd,Romance|Drama,220,6.9,2015
249688,0.8369409999999989,0,3002884,The End of the Tour,Drama,126,7.3,2015
268238,0.8324870000000001,10000000,85978266,The Second Best Exotic Marigold Hotel,Drama|Comedy,196,6.4,2015
256962,0.829111,20000000,6420319,Little Boy,Comedy|Drama|War,113,7.1,2015
322456,0.821443,0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Action|Adventure|Animation|Family,14,6.4,2015
302528,0.820691,0,1986615,Remember,Drama|Thriller,75,7.7,2015
222936,0.814206,37000000,26250020,Aloha,Adventure|Comedy|Romance,469,5.2,2015
316002,0.813893,26000000,0,Accidental Love,Romance|Comedy,64,3.6,2015
365806,0.810667,0,0,Halo: The Fall of Reach,Action|Animation|Science Fiction,32,5.3,2015
10317,0.795762,28000000,7002261,Our Brand Is Crisis,Drama|Comedy,122,5.7,2015
334538,0.792471,0,0,Into the Forest,Drama|Science Fiction,57,5.1,2015
306947,0.7879689999999989,0,231737,The Invitation,Thriller,192,6.4,2015
328901,0.781809,0,0,The Benefactor,Drama,55,4.5,2015
382517,0.7739090000000001,0,0,Open Season: Scared Silly,Animation|Comedy|Family|Adventure,33,5.6,2015
310133,0.77107,0,134552,Cop Car,Thriller,174,5.5,2015
237584,0.768138,0,0,Mojave,Thriller,17,4.3,2015
288036,0.758133,0,3214116,Sleeping with Other People,Comedy,197,6.2,2015
354110,0.747541,11000000,0,Forsaken,Western|Drama,53,5.6,2015
331781,0.738404,0,8413144,Amy,Documentary|Music,345,7.5,2015
253161,0.7299,0,0,Madame Bovary,Drama,52,5.3,2015
312831,0.719407,0,0,The Hallow,Fantasy|Horror,122,4.9,2015
316322,0.7141310000000001,0,0,Barbie in Princess Power,Family|Animation,13,5.5,2015
301846,0.7073550000000001,0,0,Howl,Horror,62,4.9,2015
306745,0.706023,7000000,573335,Freeheld,Romance|Drama,86,7.1,2015
332340,0.7013699999999989,0,0,Man Up,Romance|Comedy,264,6.5,2015
292431,0.699932,3000000,695269,Love,Drama|Romance,307,4.7,2015
300693,0.69957,9600000,2541554,Truth,Drama,89,6.4,2015
333381,0.696184,0,0,Return to Sender,Thriller,88,5.0,2015
256924,0.690479,10000000,10835752,Danny Collins,Comedy|Drama|Music,114,6.6,2015
253414,0.6895789999999989,15000000,3020664,Rock the Kasbah,Comedy|Music|War,56,5.1,2015
254172,0.689571,2240000,0,Fathers and Daughters,Drama,142,7.0,2015
320588,0.6737920000000001,1000000,14444999,"Hello, My Name Is Doris",Comedy|Drama|Romance,87,6.6,2015
157544,0.669351,13000000,1784763,The Vatican Tapes,Thriller|Horror,164,4.5,2015
283235,0.661471,8000000,1411927,99 Homes,Drama,121,6.8,2015
243938,0.6611630000000001,14000000,12314651,Hot Tub Time Machine 2,Comedy,244,5.0,2015
86835,0.654335,0,0,Knight of Cups,Romance|Drama,101,5.7,2015
254905,0.654046,4000000,143101,Manglehorn,Drama,35,5.0,2015
309242,0.649628,0,0,Mississippi Grind,Drama,74,5.7,2015
332502,0.644786,0,0,400 Days,Mystery|Science Fiction|Thriller,98,4.2,2015
286192,0.640151,0,0,Lava,Animation|Comedy|Family|Fantasy|Music,298,7.3,2015
284674,0.638556999999999,0,0,Air,Thriller|Science Fiction,135,4.7,2015
360055,0.633608,0,0,Riot,Action,11,5.0,2015
352179,0.629560999999999,0,0,Septembers of Shiraz,Drama|Thriller,14,5.9,2015
246127,0.607124,0,8034,Every Thing Will Be Fine,Drama,44,5.1,2015
338676,0.606113,0,0,Extinction,Drama|Horror|Science Fiction,135,5.3,2015
330982,0.604928,0,0,The Childhood of a Leader,Mystery|Drama|Horror,25,3.6,2015
232572,0.602165,8000000,35991087,A Walk in the Woods,Drama|Adventure|Comedy,171,5.4,2015
112454,0.599751,0,0,Clown,Horror,182,5.2,2015
243940,0.599655,3300000,64110728,The Lazarus Effect,Thriller|Horror,327,4.9,2015
321528,0.589472,0,0,Batman vs. Robin,Action|Adventure|Animation,142,6.8,2015
317744,0.586735,8000000,0,Careful What You Wish For,Thriller,57,5.4,2015
300792,0.584363,0,0,Racing Extinction,Adventure|Documentary,36,7.8,2015
239573,0.577814,35000000,14431253,Unfinished Business,Comedy,241,4.9,2015
167810,0.570743999999999,2000000,45431,Lost River,Fantasy|Thriller,129,5.7,2015
319075,0.569443,0,0,Cobain: Montage of Heck,Music|Documentary,197,7.5,2015
316042,0.561032,0,0,Hyena Road,War|Drama,29,5.7,2015
334527,0.560743999999999,7000000,0,Criminal Activities,Thriller|Crime|Drama,67,5.9,2015
300153,0.560423,12000000,0,Life,Drama,75,5.9,2015
228203,0.553238,0,45710059,"McFarland, USA",Drama,139,7.4,2015
332704,0.5485869999999989,0,0,Backtrack,Horror|Mystery,52,5.4,2015
278236,0.5478270000000001,0,0,X+Y,Drama,133,6.0,2015
276839,0.546458,3000000,0,Home Sweet Hell,Drama|Comedy,136,4.9,2015
326215,0.542568,6000000,0,Ooops! Noah is Gone...,Animation|Adventure|Comedy,50,5.7,2015
363689,0.5327,0,0,The Unspoken,Thriller|Horror,10,4.1,2015
318256,0.532239,0,0,Hot Girls Wanted,Documentary,158,5.9,2015
299245,0.532205,100000,42664410,The Gallows,Horror|Thriller,247,5.0,2015
333344,0.52985,0,0,Dirty Weekend,Drama|Comedy,12,4.8,2015
357096,0.527957,0,0,I Spit on Your Grave III: Vengeance is Mine,Horror|Thriller,100,5.0,2015
309299,0.526642,0,0,Experimenter,History|Drama,94,6.9,2015
314385,0.524315,10000000,3334927,By the Sea,Drama|Romance,82,5.4,2015
333596,0.52025,0,0,Woodlawn,Drama,32,6.8,2015
361042,0.516954,0,0,The Hollow,Horror|TV Movie,19,5.1,2015
353686,0.515401,0,0,Visions,Thriller|Horror,67,5.5,2015
318954,0.514735,0,1236094,Beyond the Mask,Action,13,6.2,2015
289191,0.513386,0,0,I Am Here,Drama|Thriller,18,4.0,2015
324333,0.50732,0,0,Wild Horses,Crime|Drama,16,4.1,2015
252164,0.5048279999999989,0,0,Pressure,Drama|Thriller,29,5.0,2015
360784,0.5024890000000001,0,0,Hidden,Thriller|Horror,96,6.5,2015
336313,0.49726499999999996,0,157768,Hell & Back,Fantasy|Comedy|Animation,47,4.3,2015
240483,0.48635100000000003,21000000,0,Robot Overlords,Adventure|Science Fiction|Action,63,4.9,2015
321494,0.482422,0,0,The Man with the Iron Fists 2,Action,43,4.7,2015
353595,0.47784,0,0,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,Action|Adventure|Animation|Family,17,6.8,2015
360603,0.47634099999999996,0,0,Crown for Christmas,TV Movie,10,7.6,2015
264337,0.475473,0,0,Spare Parts,Action|Drama|Family,38,6.6,2015
289716,0.474788,0,0,The World Made Straight,Drama,13,5.8,2015
296065,0.47462600000000005,0,0,Last Shift,Horror|Thriller,77,5.6,2015
337029,0.473344,0,0,Frankenstein,Horror|Thriller,14,4.5,2015
317952,0.471393,0,0,Cartel Land,Drama|Documentary,112,7.5,2015
325358,0.471091,20000000,0,Superfast!,Comedy,60,4.4,2015
272548,0.470991,0,0,Moonwalkers,Comedy,53,6.0,2015
340275,0.470124,0,0,Chi-Raq,Music|Drama|Crime|Comedy,33,5.9,2015
309887,0.467556,5300000,0,Bad Asses on the Bayou,Comedy|Action,24,5.8,2015
302429,0.465707,0,13603453,Strange Magic,Music|Animation|Family|Fantasy,68,6.1,2015
253331,0.46208999999999995,9000000,21571189,Black or White,Drama,72,6.7,2015
293771,0.45959700000000003,0,0,Dead Rising,Horror|Science Fiction,82,4.9,2015
323373,0.454151,0,0,Deathgasm,Comedy|Horror,83,6.5,2015
323027,0.45293900000000004,0,0,Justice League: Gods and Monsters,Action|Animation|Fantasy,99,6.9,2015
297806,0.45087200000000005,13000000,1646788,I Saw the Light,Drama|Music,19,5.6,2015
253626,0.45016000000000006,0,316472,Good Kill,Action|Drama|Thriller,132,5.7,2015
354251,0.44426499999999997,0,0,Southbound,Fantasy|Thriller|Horror|Science Fiction,73,6.0,2015
329637,0.444193,0,0,Star Trek: Renegades,Action|Science Fiction|Adventure|Fantasy,31,4.1,2015
257444,0.443525,0,0,The Boy,Thriller|Drama|Horror,22,6.1,2015
355338,0.44283500000000003,0,0,Riley's First Date?,Animation|Family,137,7.3,2015
271736,0.44242700000000007,0,3286448,The Program,Drama,107,5.9,2015
309581,0.442067,0,0,Lila & Eve,Thriller|Drama,78,5.2,2015
293970,0.441882,0,0,The Final Girls,Horror|Comedy,211,6.6,2015
279690,0.441402,0,0,He Never Died,Thriller|Horror|Comedy|Drama,65,6.3,2015
364067,0.43959799999999893,0,0,A Very Murray Christmas,Comedy|Music,101,5.4,2015
318922,0.438409,0,0,Kill Your Friends,Thriller|Comedy|Crime,54,5.5,2015
335077,0.43708800000000003,0,0,Battle For SkyArk,Family|Science Fiction|Action|Adventure,18,3.5,2015
266639,0.43558199999999997,5000000,2333684,Jem and the Holograms,Drama|Music|Adventure|Fantasy,69,5.7,2015
274504,0.43307299999999893,0,0,The Adderall Diaries,Thriller|Action|Drama,23,4.8,2015
244316,0.429892,10000000,0,Grizzly,Action|Horror|Thriller,35,5.0,2015
352208,0.427116,0,0,Where to Invade Next,Documentary,67,7.2,2015
283587,0.424813,6000000,90777,Beasts of No Nation,Drama|War,306,7.5,2015
311539,0.42316099999999995,0,0,A Christmas Horror Story,Horror,56,5.6,2015
277713,0.42178999999999994,0,0,Sunset Song,Drama,19,7.1,2015
347945,0.429756,0,4505,Synchronicity,Thriller|Mystery|Science Fiction,45,5.3,2015
363483,0.417191,0,0,12 Gifts of Christmas,Family|TV Movie,12,6.3,2015
344854,0.415041,0,0,The Pack,Thriller|Horror,15,5.5,2015
234212,0.41491300000000003,3000000,3387000,Demonic,Thriller|Horror,91,5.0,2015
354220,0.370258,0,0,The Girl in the Photographs,Crime|Horror|Thriller,10,4.7,2015
283596,0.41287700000000005,0,0,The Legend of Barney Thomson,Thriller|Drama|Comedy,21,5.7,2015
250225,0.41250299999999995,1000000,0,The Duke of Burgundy,Drama,58,5.8,2015
307479,0.40969799999999995,0,0,88,Thriller|Action,20,4.4,2015
339145,0.405095,0,0,The Girl in the Book,Drama,23,6.2,2015
323660,0.404511,0,0,Avengers Grimm,Fantasy|Action|Adventure,23,3.8,2015
308638,0.40223600000000004,447524,771317,The D Train,Drama|Comedy,47,4.2,2015
359983,0.250209,0,0,The Lion Guard: Return of the Roar,Family|TV Movie|Animation,48,5.9,2015
300155,0.399947,0,228136,A Royal Night Out,Thriller|Romance|Drama,42,6.2,2015
328595,0.398982,0,0,Parallels,Science Fiction|Action,92,6.1,2015
327528,0.396791,0,830129,Born to Be Blue,Drama|Music,16,6.8,2015
329540,0.394466,1950000,0,The Marine 4: Moving Target,Thriller|Action,35,5.7,2015
306964,0.393642,0,0,Tales of Halloween,Horror,74,5.3,2015
360387,0.39356599999999997,1000000,0,Blunt Force Trauma,Adventure|Action,23,4.4,2015
362185,0.391326,0,0,Operator,Thriller|Action|Drama,16,5.4,2015
94365,0.386529,0,0,The Human Centipede 3 (Final Sequence),Horror,75,3.5,2015
241855,0.38340599999999997,0,49970,Spring,Horror|Romance|Science Fiction,110,6.5,2015
322518,0.383183,0,0,The Intruders,Thriller,26,4.9,2015
291272,0.382997,0,0,We Are Still Here,Horror,91,5.5,2015
324963,0.7128899999999989,0,0,Monster High: Haunted,Animation|Family|Fantasy,11,7.0,2015
342927,0.378836,0,0,3-Headed Shark Attack,Science Fiction|Action|Horror,15,3.8,2015
361159,0.37668,0,0,Navy Seals vs. Zombies,Horror|Action,24,3.3,2015
365805,0.411416,0,0,Wrecker,Thriller|Action|Horror,12,3.6,2015
351964,0.37485300000000005,0,0,The Escort,Comedy|Romance,41,5.9,2015
